Primo,Marta
46381,0.00000003655
768479,0.00000003638
9476407,0.00000003644
36780481,0.00000003641
562390847,0.00000003636
1894083629,0.00000003617
65398261921,0.00000003632
364879542899,0.00000003639
8590356927553,0.00000003632
28564333765949,0.00000003643
123456789101119,0.00000003628
