Primo,Marta
46381,0.00000002450
768479,0.00000002449
9476407,0.00000002442
36780481,0.00000002436
562390847,0.00000002432
1894083629,0.00000002439
65398261921,0.00000002449
364879542899,0.00000002444
8590356927553,0.00000002442
28564333765949,0.00000002440
123456789101119,0.00000002439
